source_file,page_num,type,term,definition,canonical_id,raw_text,confidence
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,38,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,38,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 38,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,38,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,39,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,39,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 39,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,39,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,40,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,40,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 40,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,40,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,41,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,41,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 41,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,41,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,42,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,42,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 42,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,42,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,43,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,43,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 43,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,43,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,44,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,44,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 44,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,44,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,45,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,45,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 45,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,45,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,46,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,46,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 46,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,46,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,47,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,47,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 47,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,47,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,48,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,48,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 48,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,48,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,49,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,49,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 49,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,49,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,50,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,50,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 50,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,50,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,51,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,51,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 51,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,51,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,52,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,52,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 52,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,52,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,53,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,53,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 53,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,53,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,54,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,54,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 54,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,54,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,54,term_definition,SCA may,"a. Prevent the valuator from carrying out valuation activities for the SCA for a period of
at least two years.
b. Permanently prevent the valuator from carrying out valuation activities for the SCA
in case of repeated violation.
2. The valuator may file a grievance against the SCA's decision with the chairman of the SCA",sca_may,"SCA may : a. Prevent the valuator from carrying out valuation activities for the SCA for a period of
at least two years.
b. Permanently prevent the valuator from carrying out valuation activities for the SCA
in case of repeated violation.
2. The valuator may file a grievance against the SCA's decision with the chairman of the SCA",0.98
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,55,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,55,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 55,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,55,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,56,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,56,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 56,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,56,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,57,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,57,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 57,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,57,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,58,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,58,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 58,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,58,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,58,term_definition,Such announcement shall entail the following,1. Subscribers shall be entitled to recover the amounts paid by them within 10 [ten],such_announcement_shall_entail_the_following,Such announcement shall entail the following : 1. Subscribers shall be entitled to recover the amounts paid by them within 10 [ten],0.98
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,59,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,59,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 59,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,59,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,60,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,60,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 60,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,60,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,60,term_definition,"The application shall be accompanied by
the following items","1. A report by the entity that audited the subscription accounts.
2. A declaration by the Founders Committee confirming that the capital has been fully
subscribed, and indicating the amounts paid by the subscribers from the value of the
shares, the names and nationalities of the subscribers and the number of shares
subscribed for by each subscriber.
3. A bank certificate confirming that the paid-up capital of the Company has been
deposited.
4. A statement showing the names of the Directors of the Company and a declaration by
them confirming that their membership does not conflict with the provisions of this",the_application_shall_be_accompanied_by_the_following_items,"The application shall be accompanied by
the following items : 1. A report by the entity that audited the subscription accounts.
2. A declaration by the Founders Committee confirming that the capital has been fully
subscribed, and indicating the amounts paid by the subscribers from the value of the
shares, the names and nationalities of the subscribers and the number of shares
subscribed for by each subscriber.
3. A bank certificate confirming that the paid-up capital of the Company has been
deposited.
4. A statement showing the names of the Directors of the Company and a declaration by
them confirming that their membership does not conflict with the provisions of this",0.98
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,61,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,61,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 61,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,61,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,62,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,62,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 62,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,62,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,63,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,63,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 63,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,63,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,64,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,64,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 64,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,64,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,65,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,65,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 65,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,65,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,66,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,66,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 66,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,66,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,67,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,67,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 67,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,67,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,67,term_definition,It shall not be permitted for a director,"without the consent of the General Assembly of
the company [to be renewed every year] – to participate in any business which is in
competition with the company, or to trade for their own benefit or for the benefit of
third parties in any branch of the activity conducted by the company. In addition, it shall
not be permitted for a board member to disclose any information or data related to the
company, otherwise the company may demand compensation or the resulting profits
the member has earned as a result.
4. Prior to entering into any deal with the company, the related party is required to disclose
to the board of directors the nature and terms of the deal and all essential information
concerning their stake or contribution to the two companies involved in the deal, and
the extent of their relevant interest or benefit.
5. When the Company enters into deals with the related parties, the Chairman of the board",it_shall_not_be_permitted_for_a_director,"It shall not be permitted for a director : without the consent of the General Assembly of
the company [to be renewed every year] – to participate in any business which is in
competition with the company, or to trade for their own benefit or for the benefit of
third parties in any branch of the activity conducted by the company. In addition, it shall
not be permitted for a board member to disclose any information or data related to the
company, otherwise the company may demand compensation or the resulting profits
the member has earned as a result.
4. Prior to entering into any deal with the company, the related party is required to disclose
to the board of directors the nature and terms of the deal and all essential information
concerning their stake or contribution to the two companies involved in the deal, and
the extent of their relevant interest or benefit.
5. When the Company enters into deals with the related parties, the Chairman of the board",0.98
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,68,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,68,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 68,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,68,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,69,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,69,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 69,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,69,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,70,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,70,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 70,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,70,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,71,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,71,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 71,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,71,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,72,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,72,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 72,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,72,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,73,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,73,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 73,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,73,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,74,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,74,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 74,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,74,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,75,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,75,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 75,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,75,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,76,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,76,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 76,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,76,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,76,term_definition,"Assembly has approved the
payment of such remuneration in the following cases","a. If the company fails to make any profit;
b. If the company makes a profit and the director's share of those profits is less than
[AED 200,000] two hundred thousand dirhams, in which case, the remuneration and
fees may not both be paid to a single director.
3. The fines imposed on the Company due to violations by the board of directors of the",assembly_has_approved_the_payment_of_such_remuneration_in_the_following_cases,"Assembly has approved the
payment of such remuneration in the following cases : a. If the company fails to make any profit;
b. If the company makes a profit and the director's share of those profits is less than
[AED 200,000] two hundred thousand dirhams, in which case, the remuneration and
fees may not both be paid to a single director.
3. The fines imposed on the Company due to violations by the board of directors of the",0.98
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,77,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,77,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 77,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,77,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,78,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,78,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 78,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,78,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,79,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,79,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 79,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,79,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,80,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,80,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 80,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,80,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,80,term_definition,General Assembly Meeting in any of the following cases,a. Upon the expiry of thirty days of the date described in Article [173] of this Decree,general_assembly_meeting_in_any_of_the_following_cases,General Assembly Meeting in any of the following cases : a. Upon the expiry of thirty days of the date described in Article [173] of this Decree,0.98
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,80,term_definition,"General Assembly of the Company shall consider and decide on the
following issues","1. Consideration and approval of the board of directors' report on the activities and
financial position of the Company during the year and the auditor's report and, if the",general_assembly_of_the_company_shall_consider_and_decide_on_the_following_issues,"General Assembly of the Company shall consider and decide on the
following issues : 1. Consideration and approval of the board of directors' report on the activities and
financial position of the Company during the year and the auditor's report and, if the",0.98
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,81,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,81,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 81,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,81,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,82,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,82,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 82,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,82,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,83,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,83,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 83,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,83,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,84,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,84,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 84,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,84,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,85,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,85,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 85,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,85,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,86,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,86,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 86,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,86,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,87,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,87,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 87,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,87,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,88,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,88,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 88,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,88,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,88,term_definition,The share capital of the Company may be increased by any of the following means,"1. Issue of new shares;
2. Capitalization of the reserve; or
3. Conversion of Company-issued bonds or Sukuk into shares.",the_share_capital_of_the_company_may_be_increased_by_any_of_the_following_means,"The share capital of the Company may be increased by any of the following means : 1. Issue of new shares;
2. Capitalization of the reserve; or
3. Conversion of Company-issued bonds or Sukuk into shares.",0.98
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,89,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,89,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 89,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,89,citation,,,32_2021_32_2021,No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,90,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021,0.95
Federal Decree Law No. (32) of 2021 on Commercial Companies.pdf,90,citation,,,federal_decree_law_32_2021,Federal Decree Law No. (32) of 2021 on Commercial Companies 90,0.95
